performance_id,period_end,business_unit_id,region,currency_code,revenue_usd_m,cogs_usd_m,operating_expense_usd_m,depreciation_amortization_usd_m,capex_usd_m,effective_tax_rate,financial_outlier_flag,balance_id,cash_usd_m,accounts_receivable_usd_m,inventory_usd_m,accounts_payable_usd_m,net_fixed_assets_usd_m,total_debt_usd_m,balance_outlier_flag,year,ebitda_usd_m,ebitda_margin,ebit_usd_m,nopat_usd_m,net_working_capital_usd_m,invested_capital_usd_m,net_debt_usd_m,change_nwc_usd_m,free_cash_flow_usd_m,revenue_growth_yoy,ttm_nopat_usd_m,ttm_ebitda_usd_m,avg_invested_capital_usd_m,wacc,roic,roic_wacc_spread,economic_profit_usd_m,net_debt_to_ebitda,value_creation_flag
FP_202512_BU02_NA,2025-12-31,BU02,North America,USD,309.78,186.82,57.23,13.22,18.03,0.2489,0,BS_202512_BU02_NA,110.85,419.74,365.83,267.49,1690.79,1897.38,0,2025,65.72999999999999,0.21218283943443733,52.50999999999999,39.44026099999999,518.0799999999999,2208.87,1786.5300000000002,52.14999999999992,-17.51973899999993,-0.002736374464797464,292.15438500000005,542.2800000000001,2083.2658333333334,0.099,0.14023864853221246,0.04123864853221246,85.91106750000003,3.294478867005975,Creator
FP_202101_BU03_APAC,2021-01-31,BU03,Asia Pacific,USD,79.42,37.63,21.32,4.38,6.05,0.2245,0,BS_202101_BU03_APAC,49.05,153.32,64.68,60.86,779.03,602.03,0,2021,20.47,0.2577436414001511,16.09,12.477794999999999,157.14,936.17,552.98,0.0,10.807794999999999,,,,,0.091,,,,,Not Available
FP_202102_BU03_APAC,2021-02-28,BU03,Asia Pacific,USD,78.62,37.14,21.16,4.42,6.46,0.2276,0,BS_202102_BU03_APAC,48.36,164.32,68.43,72.43,781.07,609.01,0,2021,20.320000000000004,0.25845840752989063,15.900000000000004,12.281160000000003,160.32,941.3900000000001,560.65,3.180000000000007,7.061159999999994,,,,,0.091,,,,,Not Available
FP_202103_BU03_APAC,2021-03-31,BU03,Asia Pacific,USD,84.3,40.05,22.11,4.46,7.06,0.2277,0,BS_202103_BU03_APAC,47.3,161.52,67.09,63.77,783.67,614.02,0,2021,22.14,0.26263345195729537,17.68,13.654264,164.84,948.51,566.72,4.52000000000001,6.53426399999999,,,,,0.091,,,,,Not Available
FP_202104_BU03_APAC,2021-04-30,BU03,Asia Pacific,USD,82.02,39.34,21.84,4.5,6.97,0.2254,0,BS_202104_BU03_APAC,46.16,162.82,67.63,67.23,786.14,618.41,0,2021,20.839999999999993,0.25408436966593506,16.339999999999993,12.656963999999993,163.21999999999997,949.3599999999999,572.25,-1.620000000000033,11.806964000000029,,,,,0.091,,,,,Not Available
FP_202105_BU03_APAC,2021-05-31,BU03,Asia Pacific,USD,81.32,38.77,21.56,4.54,6.74,0.2255,0,BS_202105_BU03_APAC,45.23,155.92,64.65,59.41,788.34,622.47,0,2021,20.98999999999999,0.25811608460403335,16.449999999999992,12.740524999999993,161.16,949.5,577.24,-2.059999999999974,12.600524999999967,,,,,0.091,,,,,Not Available
FP_202106_BU03_APAC,2021-06-30,BU03,Asia Pacific,USD,82.63,39.26,22.24,4.58,6.94,0.2258,0,BS_202106_BU03_APAC,45.01,164.02,66.21,68.69,790.7,627.33,0,2021,21.13,0.25571826213239746,16.549999999999997,12.813009999999998,161.54000000000002,952.24,582.32,0.3800000000000239,10.073009999999972,,,,,0.091,,,,,Not Available
FP_202107_BU03_APAC,2021-07-31,BU03,Asia Pacific,USD,83.8,39.86,22.38,4.62,6.74,0.2272,0,BS_202107_BU03_APAC,45.69,162.09,65.37,64.47,792.82,633.28,0,2021,21.56,0.2572792362768496,16.939999999999998,13.091231999999996,162.99,955.8100000000001,587.5899999999999,1.4499999999999886,9.521232000000007,,,,,0.091,,,,,Not Available
FP_202108_BU03_APAC,2021-08-31,BU03,Asia Pacific,USD,82.26,39.14,22.02,4.66,6.61,0.2259,0,BS_202108_BU03_APAC,46.9,160.58,65.11,64.27,794.77,637.67,0,2021,21.100000000000005,0.25650376853877954,16.440000000000005,12.726204000000005,161.42000000000002,956.19,590.77,-1.5699999999999932,12.346204,,,,,0.091,,,,,Not Available
FP_202109_BU03_APAC,2021-09-30,BU03,Asia Pacific,USD,84.84,40.52,22.8,4.7,6.5,0.2263,0,BS_202109_BU03_APAC,48.58,167.32,68.75,73.45,796.57,640.84,0,2021,21.52,0.2536539368222536,16.82,13.013634000000001,162.62,959.19,592.26,1.1999999999999886,10.013634000000014,,,,,0.091,,,,,Not Available
FP_202110_BU03_APAC,2021-10-31,BU03,Asia Pacific,USD,82.89,39.35,21.97,4.74,6.15,0.2266,0,BS_202110_BU03_APAC,50.25,159.14,66.84,61.86,797.98,642.56,0,2021,21.57,0.2602243937748824,16.83,13.016321999999999,164.12,962.1,592.31,1.5,10.106321999999997,,,,,0.091,,,,,Not Available
FP_202111_BU03_APAC,2021-11-30,BU03,Asia Pacific,USD,84.24,39.98,22.77,4.78,6.46,0.2259,0,BS_202111_BU03_APAC,51.74,165.03,69.98,71.46,799.66,643.64,0,2021,21.49,0.25510446343779675,16.709999999999997,12.935210999999999,163.55,963.21,591.9,-0.5699999999999932,11.825210999999992,,,,,0.091,,,,,Not Available
FP_202112_BU03_APAC,2021-12-31,BU03,Asia Pacific,USD,86.15,41.24,22.76,4.82,6.61,0.2308,0,BS_202112_BU03_APAC,52.59,163.67,70.19,67.41,801.45,647.57,0,2021,22.150000000000002,0.257109692396982,17.330000000000002,13.330236000000001,166.45,967.9000000000001,594.98,2.8999999999999773,8.640236000000023,,154.73655699999998,255.28,953.4641666666666,0.091,0.1622888016242526,0.0712888016242526,67.97131783333332,2.3306957066750233,Strong Creator
FP_202201_BU03_APAC,2022-01-31,BU03,Asia Pacific,USD,85.75,41.05,23.09,4.86,6.72,0.2216,0,BS_202201_BU03_APAC,52.67,164.45,70.46,67.47,803.31,655.17,0,2022,21.610000000000003,0.2520116618075802,16.750000000000004,13.038200000000002,167.43999999999997,970.7499999999999,602.5,0.9899999999999807,10.188200000000023,0.07970284563082353,155.296962,256.42,956.3458333333333,0.098,0.16238577780875993,0.06438577780875993,61.57507033333334,2.34966071289291,Strong Creator
FP_202202_BU03_APAC,2022-02-28,BU03,Asia Pacific,USD,83.06,39.45,22.35,4.9,6.57,0.2249,0,BS_202202_BU03_APAC,51.91,173.7,73.4,75.38,804.98,661.75,0,2022,21.259999999999998,0.2559595473151938,16.36,12.680636,171.72,976.7,609.84,4.28000000000003,6.7306359999999685,0.056474179598066554,155.69643799999997,257.36,959.2883333333334,0.098,0.16230410877508147,0.06430410877508147,61.686181333333295,2.3695990052844267,Strong Creator
FP_202203_BU03_APAC,2022-03-31,BU03,Asia Pacific,USD,87.31,41.33,23.0,4.94,7.25,0.225,0,BS_202203_BU03_APAC,50.6,168.56,70.42,63.94,807.29,665.36,0,2022,22.980000000000004,0.2632000916275341,18.040000000000003,13.981000000000002,175.04000000000002,982.3299999999999,614.76,3.3200000000000216,8.350999999999981,0.03570581257414007,156.02317399999998,258.2,962.1066666666667,0.098,0.16216827032345685,0.06416827032345684,61.73672066666664,2.380945003872967,Strong Creator
FP_202204_BU03_APAC,2022-04-30,BU03,Asia Pacific,USD,86.42,41.05,23.02,4.98,7.29,0.2223,0,BS_202204_BU03_APAC,49.27,169.85,71.07,69.93,809.6,669.54,0,2022,22.350000000000005,0.2586206896551725,17.370000000000005,13.508649000000004,170.98999999999998,980.59,620.27,-4.05000000000004,15.248649000000043,0.05364545232870044,156.87485900000001,259.71000000000004,964.7091666666666,0.098,0.16261362949628172,0.06461362949628172,62.33336066666668,2.388317739016595,Strong Creator
FP_202205_BU03_APAC,2022-05-31,BU03,Asia Pacific,USD,84.98,40.51,23.15,5.02,7.32,0.2276,0,BS_202205_BU03_APAC,48.24,166.93,67.74,62.66,811.9,672.0,0,2022,21.320000000000007,0.25088256060249475,16.300000000000008,12.590120000000006,172.01000000000002,983.91,623.76,1.0200000000000387,9.270119999999967,0.04500737825873102,156.72445400000004,260.04,967.5766666666667,0.098,0.16197626441315593,0.06397626441315593,61.90194066666669,2.398707891093678,Strong Creator
FP_202206_BU03_APAC,2022-06-30,BU03,Asia Pacific,USD,87.09,41.4,23.34,5.07,7.28,0.2288,0,BS_202206_BU03_APAC,47.9,174.48,69.79,73.38,814.11,674.76,0,2022,22.350000000000005,0.256631071305546,17.280000000000005,13.326336000000003,170.89,985.0,626.86,-1.120000000000033,12.236336000000037,0.05397555367300022,157.23778000000001,261.26000000000005,970.3066666666667,0.098,0.16204957195663228,0.06404957195663227,62.14772666666667,2.3993722728316618,Strong Creator
FP_202207_BU03_APAC,2022-07-31,BU03,Asia Pacific,USD,86.44,41.05,23.54,5.11,7.03,0.2285,0,BS_202207_BU03_APAC,48.29,167.78,67.6,64.73,816.03,677.01,0,2022,21.85,0.252776492364646,16.740000000000002,12.91491,170.64999999999998,986.68,628.72,-0.2400000000000091,11.23491000000001,0.03150357995226738,157.06145800000002,261.55,972.8791666666667,0.098,0.16143984102170963,0.06343984102170963,61.71929966666667,2.4038233607340853,Strong Creator
FP_202208_BU03_APAC,2022-08-31,BU03,Asia Pacific,USD,90.53,43.15,24.03,5.15,7.24,0.2241,0,BS_202208_BU03_APAC,49.7,173.91,70.44,74.5,818.12,684.34,0,2022,23.35,0.2579255495415884,18.200000000000003,14.121380000000002,169.85,987.97,634.64,-0.799999999999983,12.831379999999983,0.10053488937515187,158.456634,263.8,975.5275,0.098,0.1624317448764899,0.0644317448764899,62.854939,2.405761940864291,Strong Creator
FP_202209_BU03_APAC,2022-09-30,BU03,Asia Pacific,USD,91.25,43.4,23.96,5.2,6.89,0.2251,0,BS_202209_BU03_APAC,51.51,182.07,73.12,77.6,819.81,691.62,0,2022,23.89,0.2618082191780822,18.69,14.482881,177.59,997.4,640.11,7.740000000000009,5.052880999999992,0.0755539839698256,159.92588100000003,266.17,978.7116666666666,0.098,0.16340449025674914,0.06540449025674913,64.0121376666667,2.4048916106247886,Strong Creator
FP_202210_BU03_APAC,2022-10-31,BU03,Asia Pacific,USD,90.69,43.23,23.6,5.24,6.61,0.2271,0,BS_202210_BU03_APAC,53.5,175.54,72.75,70.56,821.18,695.58,0,2022,23.86,0.2630940566765906,18.619999999999997,14.391397999999999,177.73,998.91,642.08,0.13999999999998636,12.881398000000011,0.09410061527325375,161.300957,268.46000000000004,981.7791666666666,0.098,0.16429454043891406,0.06629454043891406,65.08659866666669,2.39171571183789,Strong Creator
FP_202211_BU03_APAC,2022-11-30,BU03,Asia Pacific,USD,90.13,42.85,24.23,5.28,6.89,0.223,0,BS_202211_BU03_APAC,55.06,178.2,74.85,75.23,822.79,700.59,0,2022,23.049999999999994,0.2557417064240541,17.769999999999992,13.807289999999995,177.82,1000.6099999999999,645.53,0.09000000000000341,12.107289999999992,0.06991927825261168,162.173036,270.02000000000004,984.8958333333334,0.098,0.1646600894341618,0.0666600894341618,65.65324433333332,2.390674764832234,Strong Creator
FP_202212_BU03_APAC,2022-12-31,BU03,Asia Pacific,USD,90.31,42.88,24.38,5.32,6.65,0.2269,0,BS_202212_BU03_APAC,55.85,174.2,73.6,68.71,824.12,703.29,0,2022,23.05,0.2552319787398959,17.73,13.707063,179.08999999999997,1003.21,647.4399999999999,1.2699999999999818,11.107063000000016,0.04828786999419621,162.54986300000002,270.92,987.8383333333333,0.098,0.1645510783647122,0.06655107836471219,65.74170633333335,2.389782961759929,Strong Creator
FP_202301_BU03_APAC,2023-01-31,BU03,Asia Pacific,USD,90.97,43.14,24.19,5.36,6.9,0.228,0,BS_202301_BU03_APAC,55.85,175.24,74.14,71.46,825.66,711.82,0,2023,23.639999999999997,0.25986588985379794,18.279999999999998,14.11216,177.92000000000002,1003.5799999999999,655.97,-1.169999999999959,13.742159999999958,0.060874635568513025,163.62382300000002,272.95000000000005,990.5741666666667,0.104,0.16518078959256796,0.061180789592567966,60.60410966666669,2.4032606704524637,Strong Creator
FP_202302_BU03_APAC,2023-02-28,BU03,Asia Pacific,USD,92.69,43.92,24.49,5.4,7.24,0.225,0,BS_202302_BU03_APAC,55.3,191.41,80.68,88.26,827.5,721.3,0,2023,24.279999999999998,0.26194843025137554,18.879999999999995,14.631999999999996,183.83000000000004,1011.33,666.0,5.910000000000025,6.881999999999971,0.11594028413195279,165.575187,275.97,993.46,0.104,0.16666517725927565,0.06266517725927566,62.255347,2.413305794108055,Strong Creator
FP_202303_BU03_APAC,2023-03-31,BU03,Asia Pacific,USD,95.62,45.25,25.0,5.44,7.69,0.224,0,BS_202303_BU03_APAC,54.16,182.01,77.28,69.25,829.75,727.27,0,2023,25.370000000000005,0.2653210625392178,19.930000000000003,15.465680000000003,190.03999999999996,1019.79,673.11,6.209999999999923,7.00568000000008,0.09517810101935642,167.05986700000003,278.36,996.5816666666666,0.104,0.16763289210283824,0.06363289210283825,63.41537366666671,2.4181276045408824,Strong Creator
FP_202304_BU03_APAC,2023-04-30,BU03,Asia Pacific,USD,91.85,43.71,24.53,5.49,7.67,0.22,0,BS_202304_BU03_APAC,52.78,182.37,76.9,73.28,831.93,731.56,0,2023,23.609999999999992,0.25704953728905816,18.11999999999999,14.133599999999992,185.98999999999998,1017.92,678.78,-4.049999999999983,16.003599999999977,0.06283267762092093,167.68481799999998,279.62,999.6925,0.104,0.16773639694205966,0.06373639694205967,63.71679799999998,2.4275087618911377,Strong Creator
FP_202305_BU03_APAC,2023-05-31,BU03,Asia Pacific,USD,91.11,43.45,24.61,5.53,7.76,0.2241,0,BS_202305_BU03_APAC,51.77,175.88,73.2,66.33,834.16,734.8,0,2023,23.049999999999997,0.25299089013280646,17.519999999999996,13.593767999999997,182.75,1016.91,683.03,-3.2399999999999807,14.60376799999998,0.07213461991056724,168.688466,281.34999999999997,1002.4425,0.104,0.168277448332448,0.06427744833244801,64.43444600000001,2.4276879331793144,Strong Creator
FP_202306_BU03_APAC,2023-06-30,BU03,Asia Pacific,USD,92.58,44.21,24.81,5.58,7.53,0.2255,0,BS_202306_BU03_APAC,51.44,183.62,74.83,77.11,836.11,738.24,0,2023,23.56,0.2544826096349103,17.979999999999997,13.925509999999997,181.33999999999997,1017.45,686.8,-1.410000000000025,13.385510000000021,0.06303823630726835,169.28763999999998,282.55999999999995,1005.1466666666666,0.104,0.16842083410712863,0.06442083410712864,64.75238666666665,2.4306342015855043,Strong Creator
FP_202307_BU03_APAC,2023-07-31,BU03,Asia Pacific,USD,92.07,44.25,24.86,5.63,7.67,0.2291,0,BS_202307_BU03_APAC,51.99,175.27,72.79,69.36,838.15,740.41,0,2023,22.959999999999994,0.24937547518192674,17.329999999999995,13.359696999999997,178.7,1016.8499999999999,688.42,-2.6399999999999864,13.959696999999982,0.06513188338732068,169.73242699999997,283.67,1007.6608333333332,0.104,0.1684420207526838,0.0644420207526838,64.93570033333332,2.4268339972503257,Strong Creator
FP_202308_BU03_APAC,2023-08-31,BU03,Asia Pacific,USD,95.69,53.68,25.5,5.67,7.53,0.228,0,BS_202308_BU03_APAC,53.33,180.78,74.91,77.25,840.01,745.38,0,2023,16.509999999999998,0.17253631518444976,10.839999999999998,8.368479999999998,178.44,1018.45,692.05,-0.2599999999999909,6.768479999999989,0.056997680326963396,163.979527,276.83,1010.2008333333333,0.104,0.16232369009132672,0.05832369009132672,58.91864033333333,2.499909691868656,Strong Creator
FP_202309_BU03_APAC,2023-09-30,BU03,Asia Pacific,USD,96.83,46.33,25.58,5.72,7.5,0.223,0,BS_202309_BU03_APAC,55.21,189.72,77.74,81.93,841.79,748.6,0,2023,24.92,0.25735825673861407,19.200000000000003,14.918400000000002,185.52999999999997,1027.32,693.39,7.089999999999975,6.048400000000026,0.06115068493150688,164.41504599999996,277.85999999999996,1012.6941666666667,0.104,0.16235409604577883,0.05835409604577883,59.09485266666664,2.495465342258692,Strong Creator
FP_202310_BU03_APAC,2023-10-31,BU03,Asia Pacific,USD,96.63,46.13,25.66,5.76,7.13,0.2249,0,BS_202310_BU03_APAC,57.22,187.17,77.13,75.08,843.16,749.66,0,2023,24.839999999999993,0.2570630239056193,19.07999999999999,14.788907999999994,189.21999999999997,1032.3799999999999,692.4399999999999,3.6899999999999977,9.728907999999997,0.06549784981806162,164.81255599999997,278.84,1015.4833333333332,0.104,0.1622996169311822,0.0582996169311822,59.202289333333326,2.483287907043466,Strong Creator
FP_202311_BU03_APAC,2023-11-30,BU03,Asia Pacific,USD,96.22,45.94,25.58,5.8,7.04,0.2263,0,BS_202311_BU03_APAC,58.87,191.14,79.68,81.3,844.4,751.04,0,2023,24.700000000000003,0.25670338806900855,18.900000000000002,14.622930000000002,189.51999999999998,1033.92,692.17,0.30000000000001137,13.08292999999999,0.06756906690336195,165.628196,280.49,1018.2591666666667,0.104,0.1626581929453127,0.0586581929453127,59.729242666666664,2.4677172091696673,Strong Creator
FP_202312_BU03_APAC,2023-12-31,BU03,Asia Pacific,USD,98.15,46.82,25.96,5.84,7.26,0.2265,0,BS_202312_BU03_APAC,59.9,188.01,79.57,76.42,845.82,754.02,0,2023,25.370000000000005,0.2584819154355579,19.530000000000005,15.106455000000002,191.15999999999997,1036.98,694.12,1.6399999999999864,12.046455000000014,0.08681209168419901,167.02758799999998,282.80999999999995,1021.0733333333334,0.104,0.1635804036275553,0.0595804036275553,60.835961333333316,2.454368657402497,Strong Creator
FP_202401_BU03_APAC,2024-01-31,BU03,Asia Pacific,USD,96.33,45.98,26.05,5.89,7.08,0.2262,0,BS_202401_BU03_APAC,59.89,189.99,79.21,75.9,847.01,759.35,0,2024,24.3,0.252257863593896,18.41,14.245658,193.29999999999998,1040.31,699.46,2.140000000000015,10.915657999999985,0.058920523249422985,167.16108599999998,283.46999999999997,1024.1341666666667,0.101,0.1632218623699206,0.06222186236992058,63.723535166666636,2.467492150844887,Strong Creator
FP_202402_BU03_APAC,2024-02-29,BU03,Asia Pacific,USD,98.86,47.18,26.21,5.93,7.58,0.2251,0,BS_202402_BU03_APAC,59.08,205.52,84.61,91.28,848.66,765.07,0,2024,25.47,0.2576370625126441,19.54,15.141546,198.85,1047.51,705.99,5.550000000000011,7.9415459999999864,0.06656597259682817,167.67063199999998,284.65999999999997,1027.1491666666666,0.101,0.16323883369747497,0.06223883369747496,63.928566166666656,2.480116630366051,Strong Creator
FP_202403_BU03_APAC,2024-03-31,BU03,Asia Pacific,USD,102.38,48.85,27.3,5.98,8.4,0.2254,0,BS_202403_BU03_APAC,57.76,199.57,83.16,78.85,851.08,766.95,0,2024,26.229999999999993,0.25620238327798395,20.249999999999993,15.685649999999994,203.88000000000002,1054.96,709.19,5.03000000000003,8.235649999999962,0.07069650700690233,167.89060199999997,285.5199999999999,1030.08,0.101,0.16298792520969244,0.06198792520969243,63.85252199999998,2.4838540207341,Strong Creator
FP_202404_BU03_APAC,2024-04-30,BU03,Asia Pacific,USD,101.4,48.28,26.79,6.03,8.56,0.2271,0,BS_202404_BU03_APAC,56.47,202.84,84.44,83.87,853.61,770.25,0,2024,26.330000000000005,0.25966469428007893,20.300000000000004,15.689870000000004,203.40999999999997,1057.02,713.78,-0.4700000000000557,13.629870000000059,0.10397387044093653,169.44687199999998,288.24,1033.3383333333334,0.101,0.16398005041911085,0.06298005041911084,65.0797003333333,2.476339161809603,Strong Creator
FP_202405_BU03_APAC,2024-05-31,BU03,Asia Pacific,USD,100.25,47.86,27.05,6.08,8.55,0.2273,0,BS_202405_BU03_APAC,55.52,193.5,80.94,73.87,856.08,771.54,0,2024,25.34,0.25276807980049876,19.259999999999998,14.882201999999998,200.57,1056.65,716.02,-2.839999999999975,15.252201999999972,0.10031829656459235,170.73530599999998,290.53,1036.6499999999999,0.101,0.16469908455119858,0.06369908455119858,66.033656,2.464530341100747,Strong Creator
FP_202406_BU03_APAC,2024-06-30,BU03,Asia Pacific,USD,101.89,48.93,26.97,6.13,8.5,0.2253,0,BS_202406_BU03_APAC,55.32,202.82,83.16,86.06,858.45,773.59,0,2024,25.990000000000002,0.25507900677200906,19.860000000000003,15.385542000000001,199.92000000000002,1058.3700000000001,718.27,-0.6499999999999773,13.665541999999977,0.10056167638798885,172.195338,292.96,1040.06,0.101,0.16556288867949925,0.06456288867949925,67.149278,2.4517681594756966,Strong Creator
FP_202407_BU03_APAC,2024-07-31,BU03,Asia Pacific,USD,99.41,47.45,26.66,6.18,8.16,0.2292,0,BS_202407_BU03_APAC,55.97,193.81,78.88,72.63,860.43,777.2,0,2024,25.299999999999994,0.2545015591992757,19.119999999999994,14.737695999999996,200.06,1060.49,721.23,0.13999999999998636,12.61769600000001,0.07972195068969268,173.573337,295.3,1043.6966666666667,0.101,0.16630630579127398,0.06530630579127397,68.15997366666666,2.442363697934304,Strong Creator
FP_202408_BU03_APAC,2024-08-31,BU03,Asia Pacific,USD,100.16,47.69,26.67,6.23,7.79,0.2271,0,BS_202408_BU03_APAC,57.36,192.1,78.82,77.89,861.99,780.56,0,2024,25.799999999999997,0.25758785942492013,19.569999999999997,15.125652999999998,193.02999999999997,1055.02,723.1999999999999,-7.03000000000003,20.595653000000027,0.046713345177134435,180.33051,304.59000000000003,1046.7441666666666,0.101,0.17227753995922276,0.07127753995922276,74.60934916666668,2.374339275747726,Strong Creator
FP_202409_BU03_APAC,2024-09-30,BU03,Asia Pacific,USD,102.66,48.85,27.38,6.27,7.74,0.2261,0,BS_202409_BU03_APAC,59.38,199.69,81.71,85.88,863.46,784.09,0,2024,26.429999999999996,0.2574517825832846,20.159999999999997,15.601823999999999,195.51999999999998,1058.98,724.71,2.490000000000009,11.641823999999987,0.06020861303315095,181.013934,306.09999999999997,1049.3825,0.101,0.17249566673734318,0.07149566673734317,75.0263015,2.3675596210388767,Strong Creator
FP_202410_BU03_APAC,2024-10-31,BU03,Asia Pacific,USD,104.14,49.23,27.22,6.32,7.64,0.226,0,BS_202410_BU03_APAC,61.59,199.42,81.44,80.2,864.78,788.96,0,2024,27.690000000000005,0.26589206836950263,21.370000000000005,16.540380000000003,200.66000000000003,1065.44,727.37,5.140000000000043,10.080379999999959,0.07771913484425141,182.765406,308.95,1052.1375,0.101,0.17370867020707845,0.07270867020707844,76.49951850000001,2.35432917947888,Strong Creator
FP_202411_BU03_APAC,2024-11-30,BU03,Asia Pacific,USD,106.28,50.41,28.02,6.36,7.71,0.2235,0,BS_202411_BU03_APAC,63.56,209.9,86.13,91.63,866.13,795.31,0,2024,27.850000000000005,0.2620436582611969,21.490000000000006,16.686985000000004,204.39999999999998,1070.53,731.75,3.7399999999999523,11.59698500000005,0.10455206817709417,184.82946099999998,312.1,1055.1883333333333,0.101,0.17516253275481627,0.07416253275481627,78.25543933333331,2.3446010893944247,Strong Creator
FP_202412_BU03_APAC,2024-12-31,BU03,Asia Pacific,USD,104.3,49.58,27.56,6.41,7.81,0.226,0,BS_202412_BU03_APAC,64.54,200.31,84.31,78.69,867.53,800.01,0,2024,27.16,0.2604026845637584,20.75,16.0605,205.93,1073.46,735.47,1.5300000000000296,13.130499999999973,0.06265919510952611,185.783506,313.89000000000004,1058.2283333333332,0.101,0.17556088808810955,0.07456088808810954,78.90244433333332,2.3430819713912516,Strong Creator
FP_202501_BU03_APAC,2025-01-31,BU03,Asia Pacific,USD,103.82,49.58,27.72,6.46,7.85,0.226,0,BS_202501_BU03_APAC,64.62,202.4,85.13,82.83,868.92,793.24,0,2025,26.519999999999996,0.2554421113465613,20.059999999999995,15.526439999999997,204.7,1073.62,728.62,-1.2300000000000182,15.366440000000017,0.07775355548634888,187.06428799999998,316.11,1061.0041666666666,0.099,0.17630872137636908,0.07730872137636907,82.02487549999998,2.3049571351744644,Strong Creator
FP_202502_BU03_APAC,2025-02-28,BU03,Asia Pacific,USD,102.14,48.56,27.36,6.5,7.93,0.2291,0,BS_202502_BU03_APAC,63.58,218.59,90.21,96.26,870.35,790.46,0,2025,26.22,0.2567064813001762,19.72,15.202148,212.54000000000002,1082.89,726.88,7.840000000000032,5.93214799999997,0.033178231843010275,187.12489,316.85999999999996,1063.9525,0.099,0.1758771091754566,0.07687710917545659,81.79359249999997,2.2940099728586762,Strong Creator
FP_202503_BU03_APAC,2025-03-31,BU03,Asia Pacific,USD,108.99,52.01,28.74,6.55,8.76,0.226,0,BS_202503_BU03_APAC,62.12,210.69,88.92,83.82,872.56,789.69,0,2025,28.24,0.25910634003119554,21.689999999999998,16.788059999999998,215.79000000000002,1088.35,727.57,3.25,11.328059999999999,0.06456339128736088,188.22729999999999,318.87,1066.7350000000001,0.099,0.17645178980721543,0.07745178980721543,82.62053499999996,2.281713550976887,Strong Creator
FP_202504_BU03_APAC,2025-04-30,BU03,Asia Pacific,USD,105.97,50.58,28.47,6.61,8.64,0.2282,0,BS_202504_BU03_APAC,60.45,209.36,89.3,85.81,874.59,815.0,0,2025,26.92,0.25403416061149386,20.310000000000002,15.675258000000003,212.85000000000002,1087.44,754.55,-2.9399999999999977,16.585258,0.0450690335305719,188.21268799999999,319.46,1069.27,0.099,0.17601979668371878,0.07701979668371878,82.35495799999998,2.3619545483002566,Strong Creator
FP_202505_BU03_APAC,2025-05-31,BU03,Asia Pacific,USD,103.43,49.37,27.62,6.66,8.74,0.2222,0,BS_202505_BU03_APAC,59.12,201.8,84.55,75.11,876.67,851.91,0,2025,26.44000000000001,0.2556318282896646,19.78000000000001,15.384884000000007,211.24,1087.9099999999999,792.79,-1.6100000000000136,14.91488400000002,0.03172069825436408,188.71537,320.56,1071.875,0.099,0.1760609865889213,0.0770609865889213,82.599745,2.473140753681058,Strong Creator
FP_202506_BU03_APAC,2025-06-30,BU03,Asia Pacific,USD,106.91,51.05,28.77,6.71,8.47,0.2229,0,BS_202506_BU03_APAC,58.68,209.94,87.19,89.6,878.43,895.78,0,2025,27.09,0.2533907024600131,20.38,15.837297999999999,207.53,1085.96,837.1,-3.710000000000008,17.787298000000007,0.04926881931494753,189.167126,321.66,1074.1741666666667,0.099,0.17610470617350227,0.07710470617350226,82.8238835,2.6024373562146366,Strong Creator
FP_202507_BU03_APAC,2025-07-31,BU03,Asia Pacific,USD,106.11,50.66,28.23,6.76,8.53,0.2261,0,BS_202507_BU03_APAC,59.32,202.23,83.91,78.28,880.2,945.6,0,2025,27.220000000000002,0.2565262463481293,20.46,15.833994,207.85999999999999,1088.06,886.28,0.3299999999999841,13.733994000000019,0.06739764611206112,190.263424,323.58,1076.4716666666666,0.099,0.1767472659908993,0.07774726599089929,83.69272899999999,2.738982631806663,Strong Creator
FP_202508_BU03_APAC,2025-08-31,BU03,Asia Pacific,USD,108.97,52.26,29.21,6.81,8.41,0.223,0,BS_202508_BU03_APAC,60.99,211.41,85.6,88.33,881.8,994.76,0,2025,27.5,0.25236303569789853,20.69,16.076130000000003,208.68,1090.48,933.77,0.8200000000000216,13.65612999999998,0.08795926517571884,191.213901,325.28,1079.4266666666665,0.099,0.17714394771298345,0.07814394771298344,84.350661,2.870665272995573,Strong Creator
FP_202509_BU03_APAC,2025-09-30,BU03,Asia Pacific,USD,111.46,53.37,29.96,6.86,8.73,0.232,0,BS_202509_BU03_APAC,63.27,219.23,88.88,94.63,883.67,1048.88,0,2025,28.129999999999995,0.25237753454153955,21.269999999999996,16.335359999999998,213.48000000000002,1097.15,985.6100000000001,4.800000000000011,9.665359999999986,0.08571985193843745,191.947437,326.98,1082.6075,0.099,0.17730104123608972,0.07830104123608972,84.7692945,3.0142822190959695,Strong Creator
