balance_id,period_end,business_unit_id,region,currency_code,cash_usd_m,accounts_receivable_usd_m,inventory_usd_m,accounts_payable_usd_m,net_fixed_assets_usd_m,total_debt_usd_m,outlier_flag
BS_202212_BU02_LATAM,2022-12-31,BU02,Latin America,USD,32.43,148.38,111.26,88.24,492.29,380.18,0
BS_202212_BU02_NA,2022-12-31,BU02,North America,USD,95.46,366.43,321.44,234.82,1596.69,1225.82,0
BS_202212_BU03_APAC,2022-12-31,BU03,Asia Pacific,USD,55.85,174.2,73.6,68.71,824.12,703.29,0
BS_202212_BU03_EU,2022-12-31,BU03,Europe,USD,65.38,216.06,90.49,92.9,1021.44,816.66,0
BS_202212_BU03_LATAM,2022-12-31,BU03,Latin America,USD,21.39,75.88,30.12,30.42,326.86,264.34,0
BS_202212_BU03_NA,2022-12-31,BU03,North America,USD,119.52,374.38,168.74,164.81,1929.23,1600.16,0
BS_202212_BU04_APAC,2022-12-31,BU04,Asia Pacific,USD,55.54,254.06,235.73,113.9,2074.31,1093.44,0
BS_202212_BU04_EU,2022-12-31,BU04,Europe,USD,62.52,297.26,275.04,152.51,2743.95,1294.8,0
BS_202212_BU04_LATAM,2022-12-31,BU04,Latin America,USD,22.2,112.52,99.74,52.83,863.39,432.15,0
BS_202212_BU04_NA,2022-12-31,BU04,North America,USD,77.31,358.8,352.86,166.97,3188.51,1627.5,0
BS_202212_BU05_APAC,2022-12-31,BU05,Asia Pacific,USD,65.13,131.62,0.92,40.56,287.44,643.46,0
BS_202212_BU05_EU,2022-12-31,BU05,Europe,USD,41.37,88.85,0.61,30.24,190.05,408.41,0
BS_202212_BU05_LATAM,2022-12-31,BU05,Latin America,USD,20.92,49.34,0.32,16.03,94.99,203.72,0
BS_202212_BU05_NA,2022-12-31,BU05,North America,USD,78.59,155.19,1.18,55.53,381.42,820.15,0
BS_202301_BU01_APAC,2023-01-31,BU01,Asia Pacific,USD,92.77,233.13,3.63,75.16,739.2,1065.03,0
BS_202301_BU01_EU,2023-01-31,BU01,Europe,USD,70.96,175.47,2.81,62.22,582.87,798.39,0
BS_202301_BU01_LATAM,2023-01-31,BU01,Latin America,USD,29.88,82.03,1.25,27.75,253.85,344.73,0
BS_202301_BU01_NA,2023-01-31,BU01,North America,USD,112.66,259.26,4.45,95.94,966.31,1337.82,0
BS_202301_BU02_APAC,2023-01-31,BU02,Asia Pacific,USD,64.47,185.36,155.15,71.41,946.35,781.78,0
BS_202301_BU02_EU,2023-01-31,BU02,Europe,USD,70.36,206.33,171.34,83.27,1064.35,816.32,0
BS_202301_BU02_LATAM,2023-01-31,BU02,Latin America,USD,31.54,101.93,77.99,38.61,492.23,375.22,0
BS_202301_BU02_NA,2023-01-31,BU02,North America,USD,98.7,266.56,239.5,114.82,1596.95,1220.37,0
BS_202301_BU03_APAC,2023-01-31,BU03,Asia Pacific,USD,55.85,175.24,74.14,71.46,825.66,711.82,0
BS_202301_BU03_EU,2023-01-31,BU03,Europe,USD,67.09,214.13,91.1,93.56,1023.26,823.64,0
BS_202301_BU03_LATAM,2023-01-31,BU03,Latin America,USD,20.9,75.81,30.0,31.22,327.48,266.96,0
BS_202301_BU03_NA,2023-01-31,BU03,North America,USD,123.73,377.13,167.79,167.42,1932.56,1615.51,0
BS_202301_BU04_APAC,2023-01-31,BU04,Asia Pacific,USD,55.57,247.02,231.66,125.81,2076.77,1099.89,0
BS_202301_BU04_EU,2023-01-31,BU04,Europe,USD,64.06,286.81,269.15,153.27,2746.37,1302.21,0
BS_202301_BU04_LATAM,2023-01-31,BU04,Latin America,USD,21.6,106.51,95.1,50.92,864.19,433.26,0
BS_202301_BU04_NA,2023-01-31,BU04,North America,USD,79.75,350.57,345.03,193.64,3191.97,1630.91,0
BS_202301_BU05_APAC,2023-01-31,BU05,Asia Pacific,USD,65.31,112.33,0.81,33.3,287.86,647.26,0
BS_202301_BU05_EU,2023-01-31,BU05,Europe,USD,43.01,80.21,0.57,26.37,190.52,416.13,0
BS_202301_BU05_LATAM,2023-01-31,BU05,Latin America,USD,20.72,44.29,0.29,13.78,95.23,207.61,0
BS_202301_BU05_NA,2023-01-31,BU05,North America,USD,82.05,142.76,1.12,50.75,382.48,830.84,0
BS_202302_BU01_APAC,2023-02-28,BU01,Asia Pacific,USD,92.12,245.51,3.94,82.86,741.14,1078.59,0
BS_202302_BU01_EU,2023-02-28,BU01,Europe,USD,72.58,191.53,3.09,70.12,584.27,809.93,0
BS_202302_BU01_LATAM,2023-02-28,BU01,Latin America,USD,29.3,91.54,1.35,31.7,254.51,350.34,0
BS_202302_BU01_NA,2023-02-28,BU01,North America,USD,117.42,269.67499999999995,5.01,110.86,968.77,1355.51,0
BS_202302_BU02_APAC,2023-02-28,BU02,Asia Pacific,USD,63.61,191.42,155.97,113.06,946.71,776.87,0
BS_202302_BU02_EU,2023-02-28,BU02,Europe,USD,71.39,219.12,174.88,139.61,1064.89,811.93,0
BS_202302_BU02_LATAM,2023-02-28,BU02,Latin America,USD,30.65,106.74,79.14,64.38,492.47,370.93,0
BS_202302_BU02_NA,2023-02-28,BU02,North America,USD,102.22,288.83,250.17,204.59,1597.66,1212.97,0
BS_202302_BU03_APAC,2023-02-28,BU03,Asia Pacific,USD,55.3,191.41,80.68,88.26,827.5,721.3,0
BS_202302_BU03_EU,2023-02-28,BU03,Europe,USD,67.94,230.31,98.07,112.09,1024.98,829.17,0
BS_202302_BU03_LATAM,2023-02-28,BU03,Latin America,USD,20.34,83.46,31.94,38.02,328.12,269.1,0
BS_202302_BU03_NA,2023-02-28,BU03,North America,USD,127.67,408.71,180.26,203.66,1935.27,1623.79,0
BS_202302_BU04_APAC,2023-02-28,BU04,Asia Pacific,USD,54.81,274.25,255.29,187.46,2080.26,1103.72,1
BS_202302_BU04_EU,2023-02-28,BU04,Europe,USD,64.7,318.11,296.55,229.27,2749.7,1301.48,0
BS_202302_BU04_LATAM,2023-02-28,BU04,Latin America,USD,21.02,122.88,106.74,88.73,865.47,432.51,0
BS_202302_BU04_NA,2023-02-28,BU04,North America,USD,82.26,378.63,374.46,274.63,3195.8,1630.26,0
BS_202302_BU05_APAC,2023-02-28,BU05,Asia Pacific,USD,65.7,139.4,0.96,43.71,288.91,665.52,0
BS_202302_BU05_EU,2023-02-28,BU05,Europe,USD,44.22,89.06,0.63,30.41,191.14,424.61,0
BS_202302_BU05_LATAM,2023-02-28,BU05,Latin America,USD,20.44,48.25,0.31,15.39,95.44,211.68,0
BS_202302_BU05_NA,2023-02-28,BU05,North America,USD,85.86,160.45,1.24,58.24,383.57,845.52,0
BS_202303_BU01_APAC,2023-03-31,BU01,Asia Pacific,USD,90.63,247.2,3.89,82.56,744.12,1091.11,0
BS_202303_BU01_EU,2023-03-31,BU01,Europe,USD,72.97,191.175,3.06,68.74,586.52,817.44,0
BS_202303_BU01_LATAM,2023-03-31,BU01,Latin America,USD,28.92,90.39,1.33,31.22,255.4,354.3,0
BS_202303_BU01_NA,2023-03-31,BU01,North America,USD,120.85,280.09,4.92,106.01,972.29,1366.42,0
BS_202303_BU02_APAC,2023-03-31,BU02,Asia Pacific,USD,62.07,179.51,144.53,93.67,947.78,775.24,0
BS_202303_BU02_EU,2023-03-31,BU02,Europe,USD,71.15,215.89,168.62,128.54,1066.36,808.12,0
BS_202303_BU02_LATAM,2023-03-31,BU02,Latin America,USD,30.0,104.82,75.19,58.33,493.37,369.76,0
BS_202303_BU02_NA,2023-03-31,BU02,North America,USD,104.75,281.33,244.3,183.32,1600.36,1209.87,0
BS_202303_BU03_APAC,2023-03-31,BU03,Asia Pacific,USD,54.16,182.01,77.28,69.25,829.75,727.27,0
BS_202303_BU03_EU,2023-03-31,BU03,Europe,USD,67.66,222.31,94.26,90.6,1026.91,830.6,0
BS_202303_BU03_LATAM,2023-03-31,BU03,Latin America,USD,19.96,81.06,30.77,31.68,329.02,270.84,0
BS_202303_BU03_NA,2023-03-31,BU03,North America,USD,130.64,392.06,176.38,170.48,1939.96,1628.39,0
BS_202303_BU04_APAC,2023-03-31,BU04,Asia Pacific,USD,53.27,260.19,246.96,129.2,2084.18,1105.9,0
BS_202303_BU04_EU,2023-03-31,BU04,Europe,USD,64.52,324.77,303.86,197.09,2753.51,1308.06,0
BS_202303_BU04_LATAM,2023-03-31,BU04,Latin America,USD,20.57,120.35,105.8,65.79,867.14,434.97,0
BS_202303_BU04_NA,2023-03-31,BU04,North America,USD,84.46,385.16,390.47,254.73,3202.41,1636.84,0
BS_202303_BU05_APAC,2023-03-31,BU05,Asia Pacific,USD,65.18,129.63,0.91,40.19,290.37,677.7,0
BS_202303_BU05_EU,2023-03-31,BU05,Europe,USD,44.76,84.27,0.62,28.88,192.05,431.71,0
BS_202303_BU05_LATAM,2023-03-31,BU05,Latin America,USD,20.23,47.22,0.3,14.93,95.84,214.63,0
BS_202303_BU05_NA,2023-03-31,BU05,North America,USD,89.55,159.4,1.25,57.15,385.3,864.37,0
BS_202304_BU01_APAC,2023-04-30,BU01,Asia Pacific,USD,88.5,238.12,3.85,79.75,746.55,1100.2,0
BS_202304_BU01_EU,2023-04-30,BU01,Europe,USD,72.28,190.82,3.09,68.3,588.27,828.03,0
BS_202304_BU01_LATAM,2023-04-30,BU01,Latin America,USD,28.88,90.64,1.33,31.13,256.28,359.05,0
BS_202304_BU01_NA,2023-04-30,BU01,North America,USD,122.93,288.15,5.06,107.41,975.5,1382.79,0
BS_202304_BU02_APAC,2023-04-30,BU02,Asia Pacific,USD,60.36,188.48,150.55,120.85,949.39,772.03,0
BS_202304_BU02_EU,2023-04-30,BU02,Europe,USD,69.81,218.86,171.94,141.73,1067.46,804.35,0
BS_202304_BU02_LATAM,2023-04-30,BU02,Latin America,USD,29.66,105.9,77.16,66.94,494.17,367.83,0
BS_202304_BU02_NA,2023-04-30,BU02,North America,USD,106.05,294.6,257.18,213.87,1602.79,1210.61,0
BS_202304_BU03_APAC,2023-04-30,BU03,Asia Pacific,USD,52.78,182.37,76.9,73.28,831.93,731.56,0
BS_202304_BU03_EU,2023-04-30,BU03,Europe,USD,66.53,223.47,95.34,98.25,1029.07,834.42,0
BS_202304_BU03_LATAM,2023-04-30,BU03,Latin America,USD,19.83,80.79,31.05,34.0,329.93,272.83,0
BS_202304_BU03_NA,2023-04-30,BU03,North America,USD,131.76,404.79,181.86,188.43,1944.56,1635.25,0
BS_202304_BU04_APAC,2023-04-30,BU04,Asia Pacific,USD,51.55,268.15,252.83,153.55,2088.23,1100.09,0
BS_202304_BU04_EU,2023-04-30,BU04,Europe,USD,63.37,333.83,316.28,210.27,2756.68,1310.01,0
BS_202304_BU04_LATAM,2023-04-30,BU04,Latin America,USD,20.37,125.5,109.46,75.23,868.92,435.32,0
BS_202304_BU04_NA,2023-04-30,BU04,North America,USD,85.39,397.88,405.81,259.66,3208.83,1645.85,0
BS_202304_BU05_APAC,2023-04-30,BU05,Asia Pacific,USD,63.96,131.62,0.9,39.66,291.32,686.9,0
BS_202304_BU05_EU,2023-04-30,BU05,Europe,USD,44.32,81.52,0.6,27.27,192.73,436.96,0
BS_202304_BU05_LATAM,2023-04-30,BU05,Latin America,USD,20.33,47.48,0.31,15.36,96.26,218.6,0
BS_202304_BU05_NA,2023-04-30,BU05,North America,USD,91.67,159.18,1.24,55.76,386.75,880.46,0
BS_202305_BU01_APAC,2023-05-31,BU01,Asia Pacific,USD,87.49,238.68,3.82,80.25,749.58,1116.02,0
BS_202305_BU01_EU,2023-05-31,BU01,Europe,USD,71.24,192.77,3.05,68.39,590.58,840.51,0
BS_202305_BU01_LATAM,2023-05-31,BU01,Latin America,USD,29.56,91.57,1.34,31.44,257.32,367.13,0
BS_202305_BU01_NA,2023-05-31,BU01,North America,USD,123.2,279.11,5.02,105.28,979.09,1395.62,0
BS_202305_BU02_APAC,2023-05-31,BU02,Asia Pacific,USD,59.03,192.63,153.97,117.11,951.31,769.97,0
BS_202305_BU02_EU,2023-05-31,BU02,Europe,USD,68.28,223.23,178.31,150.81,1069.86,803.75,0
BS_202305_BU02_LATAM,2023-05-31,BU02,Latin America,USD,29.93,114.08,81.52,74.92,495.44,367.83,0
BS_202305_BU02_NA,2023-05-31,BU02,North America,USD,105.9,297.51,265.99,212.21,1606.37,1213.23,0
BS_202305_BU03_APAC,2023-05-31,BU03,Asia Pacific,USD,51.77,175.88,73.2,66.33,834.16,734.8,0
BS_202305_BU03_EU,2023-05-31,BU03,Europe,USD,64.95,219.07,92.22,90.13,1031.4,838.47,0
BS_202305_BU03_LATAM,2023-05-31,BU03,Latin America,USD,20.1,77.15,29.89,30.49,330.76,274.81,0
BS_202305_BU03_NA,2023-05-31,BU03,North America,USD,131.29,389.64,176.72,166.46,1949.28,1643.98,0
BS_202305_BU04_APAC,2023-05-31,BU04,Asia Pacific,USD,50.26,268.88,250.26,142.08,2092.81,1097.37,0
BS_202305_BU04_EU,2023-05-31,BU04,Europe,USD,61.6,320.57,309.32,173.98,2760.66,1307.76,0
BS_202305_BU04_LATAM,2023-05-31,BU04,Latin America,USD,20.5,121.37,106.65,62.9,870.87,435.02,0
BS_202305_BU04_NA,2023-05-31,BU04,North America,USD,84.68,376.34,396.98,212.25,3214.96,1638.84,0
BS_202305_BU05_APAC,2023-05-31,BU05,Asia Pacific,USD,63.25,125.96,0.86,38.31,292.52,695.69,0
BS_202305_BU05_EU,2023-05-31,BU05,Europe,USD,43.54,83.37,0.59,28.08,193.48,441.27,0
BS_202305_BU05_LATAM,2023-05-31,BU05,Latin America,USD,20.65,45.2,0.29,14.43,96.61,220.7,0
BS_202305_BU05_NA,2023-05-31,BU05,North America,USD,92.67,158.15,1.24,55.65,388.42,897.1,0
BS_202306_BU01_APAC,2023-06-30,BU01,Asia Pacific,USD,87.53,246.65,3.93,83.64,752.44,1132.56,0
BS_202306_BU01_EU,2023-06-30,BU01,Europe,USD,69.8,198.93,3.15,71.72,592.94,850.45,0
BS_202306_BU01_LATAM,2023-06-30,BU01,Latin America,USD,30.51,95.42,1.39,33.2,258.31,372.04,0
BS_202306_BU01_NA,2023-06-30,BU01,North America,USD,122.18,309.41,5.47,118.93,983.04,1416.95,0
BS_202306_BU02_APAC,2023-06-30,BU02,Asia Pacific,USD,58.41,204.09,157.39,129.04,953.37,767.03,0
BS_202306_BU02_EU,2023-06-30,BU02,Europe,USD,66.69,233.52,183.04,154.93,1071.84,805.78,0
BS_202306_BU02_LATAM,2023-06-30,BU02,Latin America,USD,30.72,119.99,84.05,75.28,496.52,369.29,0
BS_202306_BU02_NA,2023-06-30,BU02,North America,USD,104.07,306.42,275.56,220.58,1609.45,1208.46,0
BS_202306_BU03_APAC,2023-06-30,BU03,Asia Pacific,USD,51.44,183.62,74.83,77.11,836.11,738.24,0
BS_202306_BU03_EU,2023-06-30,BU03,Europe,USD,63.37,233.05,95.91,106.48,1033.91,845.08,0
BS_202306_BU03_LATAM,2023-06-30,BU03,Latin America,USD,20.65,79.82,30.73,34.73,331.55,276.17,0
BS_202306_BU03_NA,2023-06-30,BU03,North America,USD,129.1,409.99,183.85,193.98,1954.12,1649.67,0
BS_202306_BU04_APAC,2023-06-30,BU04,Asia Pacific,USD,49.78,283.57,261.38,171.38,2097.15,1094.98,0
BS_202306_BU04_EU,2023-06-30,BU04,Europe,USD,59.65,334.24,317.36,205.56,2764.41,1299.86,0
BS_202306_BU04_LATAM,2023-06-30,BU04,Latin America,USD,20.92,125.45,108.9,72.84,872.71,433.29,0
BS_202306_BU04_NA,2023-06-30,BU04,North America,USD,83.12,406.93,420.27,279.1,3222.11,1633.65,0
BS_202306_BU05_APAC,2023-06-30,BU05,Asia Pacific,USD,63.52,140.13,0.94,43.89,294.06,708.48,0
BS_202306_BU05_EU,2023-06-30,BU05,Europe,USD,42.73,89.24,0.63,30.88,194.36,446.18,0
BS_202306_BU05_LATAM,2023-06-30,BU05,Latin America,USD,21.25,48.26,0.3,15.41,96.99,222.68,0
BS_202306_BU05_NA,2023-06-30,BU05,North America,USD,91.87,165.82,1.28,58.83,390.48,909.76,0
BS_202307_BU01_APAC,2023-07-31,BU01,Asia Pacific,USD,88.97,229.08,3.69,76.32,754.83,1143.68,0
BS_202307_BU01_EU,2023-07-31,BU01,Europe,USD,68.77,184.97,2.96,65.85,594.63,855.91,0
BS_202307_BU01_LATAM,2023-07-31,BU01,Latin America,USD,31.78,91.05,1.33,30.95,259.15,376.49,0
BS_202307_BU01_NA,2023-07-31,BU01,North America,USD,119.91,284.21,5.06,105.96,985.69,1427.39,0
BS_202307_BU02_APAC,2023-07-31,BU02,Asia Pacific,USD,58.78,198.22,151.63,108.19,954.82,763.77,0
BS_202307_BU02_EU,2023-07-31,BU02,Europe,USD,65.47,220.05,173.9,125.2,1073.54,806.61,0
BS_202307_BU02_LATAM,2023-07-31,BU02,Latin America,USD,31.67,111.15,79.88,59.36,497.17,367.98,0
BS_202307_BU02_NA,2023-07-31,BU02,North America,USD,101.63,294.78,262.88,178.6,1611.76,1211.89,0
BS_202307_BU03_APAC,2023-07-31,BU03,Asia Pacific,USD,51.99,175.27,72.79,69.36,838.15,740.41,0
BS_202307_BU03_EU,2023-07-31,BU03,Europe,USD,62.23,221.11,91.35,88.91,1035.79,849.37,0
BS_202307_BU03_LATAM,2023-07-31,BU03,Latin America,USD,21.42,76.96,29.89,30.89,332.27,278.14,0
BS_202307_BU03_NA,2023-07-31,BU03,North America,USD,126.19,392.04,176.75,165.02,1958.55,1662.38,0
BS_202307_BU04_APAC,2023-07-31,BU04,Asia Pacific,USD,49.94,259.25,238.4,105.5,2100.62,1091.83,0
BS_202307_BU04_EU,2023-07-31,BU04,Europe,USD,58.41,310.24,295.45,145.12,2767.65,1301.11,0
BS_202307_BU04_LATAM,2023-07-31,BU04,Latin America,USD,21.68,118.68,104.73,58.91,874.2,434.29,0
BS_202307_BU04_NA,2023-07-31,BU04,North America,USD,80.61,356.4,370.74,142.21,3226.0,1636.92,0
BS_202307_BU05_APAC,2023-07-31,BU05,Asia Pacific,USD,64.58,131.83,0.89,40.41,295.34,714.22,0
BS_202307_BU05_EU,2023-07-31,BU05,Europe,USD,42.22,87.97,0.62,29.93,195.05,450.81,0
BS_202307_BU05_LATAM,2023-07-31,BU05,Latin America,USD,22.12,49.45,0.3,15.6,97.38,224.96,0
BS_202307_BU05_NA,2023-07-31,BU05,North America,USD,90.26,159.64,1.22,55.36,392.14,919.93,0
BS_202308_BU01_APAC,2023-08-31,BU01,Asia Pacific,USD,91.75,232.1,3.69,77.41,757.1,1156.85,0
BS_202308_BU01_EU,2023-08-31,BU01,Europe,USD,68.74,187.28,2.96,67.18,595.99,864.56,0
BS_202308_BU01_LATAM,2023-08-31,BU01,Latin America,USD,33.11,91.27,1.36,31.47,259.88,380.32,0
BS_202308_BU01_NA,2023-08-31,BU01,North America,USD,117.58,282.16,5.04,106.29,987.85,1443.18,0
BS_202308_BU02_APAC,2023-08-31,BU02,Asia Pacific,USD,60.08,200.07,160.57,128.09,956.41,760.2,0
BS_202308_BU02_EU,2023-08-31,BU02,Europe,USD,65.19,226.3,185.8,157.87,1075.14,807.77,0
BS_202308_BU02_LATAM,2023-08-31,BU02,Latin America,USD,32.68,113.98,85.54,74.56,497.74,366.3,0
BS_202308_BU02_NA,2023-08-31,BU02,North America,USD,98.84,296.54,275.18,212.47,1613.79,1208.73,0
BS_202308_BU03_APAC,2023-08-31,BU03,Asia Pacific,USD,53.33,180.78,74.91,77.25,840.01,745.38,0
BS_202308_BU03_EU,2023-08-31,BU03,Europe,USD,62.03,223.77,91.98,97.84,1037.67,857.2,0
BS_202308_BU03_LATAM,2023-08-31,BU03,Latin America,USD,22.23,79.09,30.73,34.08,332.96,280.81,0
BS_202308_BU03_NA,2023-08-31,BU03,North America,USD,122.78,395.06,176.4,175.78,1962.24,1671.45,0
BS_202308_BU04_APAC,2023-08-31,BU04,Asia Pacific,USD,51.13,263.89,240.3,144.3,2103.48,1088.62,0
BS_202308_BU04_EU,2023-08-31,BU04,Europe,USD,57.94,303.95,283.51,154.91,2770.58,1300.58,0
BS_202308_BU04_LATAM,2023-08-31,BU04,Latin America,USD,22.43,117.06,103.55,62.36,875.48,435.13,0
BS_202308_BU04_NA,2023-08-31,BU04,North America,USD,78.2,360.52,368.36,208.87,3229.91,1627.32,0
BS_202308_BU05_APAC,2023-08-31,BU05,Asia Pacific,USD,66.78,135.14,0.92,41.68,296.56,722.79,0
BS_202308_BU05_EU,2023-08-31,BU05,Europe,USD,42.19,86.78,0.62,29.72,195.84,454.11,0
BS_202308_BU05_LATAM,2023-08-31,BU05,Latin America,USD,23.17,51.49,0.32,16.31,97.8,228.77,0
BS_202308_BU05_NA,2023-08-31,BU05,North America,USD,88.75,160.76,1.27,57.77,393.75,932.92,0
BS_202309_BU01_APAC,2023-09-30,BU01,Asia Pacific,USD,95.82,267.3,4.1,90.48,759.69,1177.31,0
BS_202309_BU01_EU,2023-09-30,BU01,Europe,USD,70.04,208.04,3.18,75.78,597.96,875.51,0
BS_202309_BU01_LATAM,2023-09-30,BU01,Latin America,USD,34.42,100.03,1.49,35.36,260.83,386.1,0
BS_202309_BU01_NA,2023-09-30,BU01,North America,USD,116.15,307.93,5.36,119.37,990.79,1456.45,0
BS_202309_BU02_APAC,2023-09-30,BU02,Asia Pacific,USD,61.97,216.89,184.24,159.16,958.17,757.76,0
BS_202309_BU02_EU,2023-09-30,BU02,Europe,USD,65.87,237.67,205.82,178.43,1076.78,808.89,0
BS_202309_BU02_LATAM,2023-09-30,BU02,Latin America,USD,33.62,125.13,99.21,93.82,498.66,367.61,0
BS_202309_BU02_NA,2023-09-30,BU02,North America,USD,97.11,326.23,311.84,267.5,1616.59,1210.9,0
BS_202309_BU03_APAC,2023-09-30,BU03,Asia Pacific,USD,55.21,189.72,77.74,81.93,841.79,748.6,0
BS_202309_BU03_EU,2023-09-30,BU03,Europe,USD,62.96,235.24,95.25,107.46,1039.58,863.38,0
BS_202309_BU03_LATAM,2023-09-30,BU03,Latin America,USD,22.85,79.43,31.62,35.19,333.6,281.3,0
BS_202309_BU03_NA,2023-09-30,BU03,North America,USD,120.51,402.1,180.35,188.26,1965.87,1675.78,0
BS_202309_BU04_APAC,2023-09-30,BU04,Asia Pacific,USD,52.52,277.07,252.9,170.61,2106.8,1082.41,0
BS_202309_BU04_EU,2023-09-30,BU04,Europe,USD,58.58,334.03,303.57,225.16,2772.77,1296.02,0
BS_202309_BU04_LATAM,2023-09-30,BU04,Latin America,USD,22.98,126.53,196.35,84.68,876.88,432.93,1
BS_202309_BU04_NA,2023-09-30,BU04,North America,USD,76.29,397.14,390.37,271.52,3235.04,1621.54,0
BS_202309_BU05_APAC,2023-09-30,BU05,Asia Pacific,USD,70.23,143.86,0.99,45.33,298.06,736.84,0
BS_202309_BU05_EU,2023-09-30,BU05,Europe,USD,43.36,97.92,0.67,33.78,196.91,463.2,0
BS_202309_BU05_LATAM,2023-09-30,BU05,Latin America,USD,24.11,54.86,0.34,17.38,98.29,232.32,0
BS_202309_BU05_NA,2023-09-30,BU05,North America,USD,87.4,157.76,1.24,56.77,394.92,937.48,0
BS_202310_BU01_APAC,2023-10-31,BU01,Asia Pacific,USD,100.43,264.02,4.11,87.54,762.2,1196.09,0
BS_202310_BU01_EU,2023-10-31,BU01,Europe,USD,72.26,202.65,3.13,72.81,599.34,879.67,0
BS_202310_BU01_LATAM,2023-10-31,BU01,Latin America,USD,35.31,96.06,1.48,33.44,261.58,390.29,0
BS_202310_BU01_NA,2023-10-31,BU01,North America,USD,116.5,294.66,5.14,111.32,993.0,1467.02,0
BS_202310_BU02_APAC,2023-10-31,BU02,Asia Pacific,USD,63.92,230.35,197.42,153.32,960.36,760.48,0
BS_202310_BU02_EU,2023-10-31,BU02,Europe,USD,67.44,252.69,219.86,180.13,1079.19,811.68,0
BS_202310_BU02_LATAM,2023-10-31,BU02,Latin America,USD,34.18,134.78,108.53,93.3,499.95,371.9,0
BS_202310_BU02_NA,2023-10-31,BU02,North America,USD,96.52,338.13,327.12,249.4,1620.71,1216.64,0
BS_202310_BU03_APAC,2023-10-31,BU03,Asia Pacific,USD,57.22,187.17,77.13,75.08,843.16,749.66,0
BS_202310_BU03_EU,2023-10-31,BU03,Europe,USD,64.83,227.36,94.12,97.48,1041.13,868.07,0
BS_202310_BU03_LATAM,2023-10-31,BU03,Latin America,USD,23.2,79.77,31.43,32.74,334.06,281.51,0
BS_202310_BU03_NA,2023-10-31,BU03,North America,USD,119.96,396.63,175.95,173.01,1968.69,1678.43,0
BS_202310_BU04_APAC,2023-10-31,BU04,Asia Pacific,USD,54.22,282.83,259.77,164.01,2110.27,1081.64,0
BS_202310_BU04_EU,2023-10-31,BU04,Europe,USD,59.98,329.5,299.88,183.94,2775.12,1297.15,0
BS_202310_BU04_LATAM,2023-10-31,BU04,Latin America,USD,23.26,121.41,108.72,61.61,878.15,433.91,0
BS_202310_BU04_NA,2023-10-31,BU04,North America,USD,75.55,391.61,386.47,228.48,3239.82,1617.7,0
BS_202310_BU05_APAC,2023-10-31,BU05,Asia Pacific,USD,74.16,154.73,1.05,47.94,299.83,755.38,0
BS_202310_BU05_EU,2023-10-31,BU05,Europe,USD,45.19,99.11,0.68,33.8,197.9,471.46,0
BS_202310_BU05_LATAM,2023-10-31,BU05,Latin America,USD,24.86,56.34,0.35,17.79,98.79,236.67,0
BS_202310_BU05_NA,2023-10-31,BU05,North America,USD,87.88,172.53,1.29,61.0,396.6,950.0,0
BS_202311_BU01_APAC,2023-11-30,BU01,Asia Pacific,USD,104.5,271.76,4.38,91.45,764.53,1213.03,0
BS_202311_BU01_EU,2023-11-30,BU01,Europe,USD,75.44,213.21,3.32,77.29,600.63,887.11,0
BS_202311_BU01_LATAM,2023-11-30,BU01,Latin America,USD,35.75,100.25,1.57,35.14,262.29,395.76,0
BS_202311_BU01_NA,2023-11-30,BU01,North America,USD,119.18,307.37,5.37,117.5,995.63,1486.62,0
BS_202311_BU02_APAC,2023-11-30,BU02,Asia Pacific,USD,65.67,261.02,213.8,177.77,963.48,766.95,0
BS_202311_BU02_EU,2023-11-30,BU02,Europe,USD,69.34,285.98,234.94,205.43,1082.31,811.04,0
BS_202311_BU02_LATAM,2023-11-30,BU02,Latin America,USD,34.15,151.94,115.91,101.77,501.66,375.0,0
BS_202311_BU02_NA,2023-11-30,BU02,North America,USD,98.22,401.01,363.2,324.57,1626.65,1224.59,0
BS_202311_BU03_APAC,2023-11-30,BU03,Asia Pacific,USD,58.87,191.14,79.68,81.3,844.4,751.04,0
BS_202311_BU03_EU,2023-11-30,BU03,Europe,USD,67.2,232.66,97.21,106.28,1042.75,870.74,0
BS_202311_BU03_LATAM,2023-11-30,BU03,Latin America,USD,23.27,82.33,32.84,36.43,334.63,282.46,0
BS_202311_BU03_NA,2023-11-30,BU03,North America,USD,121.48,410.99,182.6,196.89,1971.28,1678.08,0
BS_202311_BU04_APAC,2023-11-30,BU04,Asia Pacific,USD,55.62,278.85,258.72,148.86,2112.65,1081.38,0
BS_202311_BU04_EU,2023-11-30,BU04,Europe,USD,61.98,330.13,298.92,185.57,2777.78,1296.0,0
BS_202311_BU04_LATAM,2023-11-30,BU04,Latin America,USD,23.26,123.26,110.81,71.08,879.11,432.4,0
BS_202311_BU04_NA,2023-11-30,BU04,North America,USD,75.97,385.4,375.22,209.28,3243.19,1612.05,0
BS_202311_BU05_APAC,2023-11-30,BU05,Asia Pacific,USD,77.47,164.51,1.14,51.16,301.81,769.48,0
BS_202311_BU05_EU,2023-11-30,BU05,Europe,USD,47.55,109.72,0.73,37.26,199.01,479.92,0
BS_202311_BU05_LATAM,2023-11-30,BU05,Latin America,USD,25.27,59.72,0.39,19.34,99.36,240.87,0
