performance_id,period_end,business_unit_id,region,currency_code,revenue_usd_m,cogs_usd_m,operating_expense_usd_m,depreciation_amortization_usd_m,capex_usd_m,effective_tax_rate
FP_202212_BU05_NA,2022-12-31,BU05,North America,USD,118.99,46.83,32.57,4.53,5.99,0.2479
FP_202301_BU01_APAC,2023-01-31,BU01,Asia Pacific,USD,137.63,54.15,40.83,6.95,8.78,0.2235
FP_202301_BU01_EU,2023-01-31,BU01,Europe,USD,103.98,42.49,31.16,5.48,6.60,0.2569
FP_202301_BU01_LATAM,2023-01-31,BU01,Latin America,USD,45.52,18.67,13.46,2.39,2.82,0.2716
FP_202301_BU01_NA,2023-01-31,BU01,North America,USD,168.44,68.28,50.86,9.09,10.33,0.2488
FP_202301_BU02_APAC,2023-01-31,BU02,Asia Pacific,USD,109.50,67.02,24.69,6.07,6.68,0.2243
FP_202301_BU02_EU,2023-01-31,BU02,Europe,USD,116.26,72.54,26.82,6.83,7.05,0.2578
FP_202301_BU02_LATAM,2023-01-31,BU02,Latin America,USD,51.87,32.59,12.16,3.16,3.10,0.2726
FP_202301_BU02_NA,2023-01-31,BU02,North America,USD,170.79,105.19,39.88,10.25,10.51,0.2442
FP_202301_BU03_APAC,2023-01-31,BU03,Asia Pacific,USD,90.97,43.14,24.19,5.36,6.90,0.2280
FP_202301_BU03_EU,2023-01-31,BU03,Europe,USD,109.75,53.50,29.38,6.64,8.46,0.2571
FP_202301_BU03_LATAM,2023-01-31,BU03,Latin America,USD,35.71,17.58,9.51,2.12,2.74,0.2677
FP_202301_BU03_NA,2023-01-31,BU03,North America,USD,206.44,100.14,55.26,12.54,15.87,0.2506
FP_202301_BU04_APAC,2023-01-31,BU04,Asia Pacific,USD,117.25,73.84,22.17,8.29,10.75,0.2256
FP_202301_BU04_EU,2023-01-31,BU04,Europe,USD,134.84,86.57,26.05,10.96,13.38,0.2566
FP_202301_BU04_LATAM,2023-01-31,BU04,Latin America,USD,46.79,30.34,8.92,3.45,4.25,0.2737
FP_202301_BU04_NA,2023-01-31,BU04,North America,USD,176.42,112.77,33.62,12.74,16.20,0.2480
FP_202301_BU05_APAC,2023-01-31,BU05,Asia Pacific,USD,75.85,28.81,22.60,3.46,3.88,0.2264
FP_202301_BU05_EU,2023-01-31,BU05,Europe,USD,53.84,21.08,15.15,2.29,2.76,0.2562
FP_202301_BU05_LATAM,2023-01-31,BU05,Latin America,USD,27.13,10.72,7.76,1.14,1.38,0.2679
FP_202301_BU05_NA,2023-01-31,BU05,North America,USD,109.05,43.02,30.55,4.59,5.65,0.2473
FP_202302_BU01_APAC,2023-02-28,BU01,Asia Pacific,USD,138.74,55.09,41.73,7.03,8.97,0.2234
FP_202302_BU01_EU,2023-02-28,BU01,Europe,USD,106.86,43.60,32.16,5.54,6.94,0.2569
FP_202302_BU01_LATAM,2023-02-28,BU01,Latin America,USD,47.15,19.25,13.95,2.41,3.07,0.2747
FP_202302_BU01_NA,2023-02-28,BU01,North America,USD,178.57,72.26,53.03,9.19,11.65,0.2467
FP_202302_BU02_APAC,2023-02-28,BU02,Asia Pacific,USD,108.69,66.62,24.87,6.11,6.47,0.2259
FP_202302_BU02_EU,2023-02-28,BU02,Europe,USD,119.22,74.45,26.67,6.87,7.41,0.2597
FP_202302_BU02_LATAM,2023-02-28,BU02,Latin America,USD,54.16,34.16,12.46,3.18,3.42,0.2715
FP_202302_BU02_NA,2023-02-28,BU02,North America,USD,177.69,110.23,40.38,10.31,11.02,0.2448
FP_202302_BU03_APAC,2023-02-28,BU03,Asia Pacific,USD,92.69,43.92,24.49,5.40,7.24,0.2250
FP_202302_BU03_EU,2023-02-28,BU03,Europe,USD,108.50,53.12,29.45,6.69,8.41,0.2608
FP_202302_BU03_LATAM,2023-02-28,BU03,Latin America,USD,35.59,17.58,9.54,2.14,2.78,0.2714
FP_202302_BU03_NA,2023-02-28,BU03,North America,USD,204.73,99.32,55.54,12.63,15.34,0.2501
FP_202302_BU04_APAC,2023-02-28,BU04,Asia Pacific,USD,121.67,77.06,22.56,8.34,11.83,0.2236
FP_202302_BU04_EU,2023-02-28,BU04,Europe,USD,138.45,89.27,26.26,11.02,14.35,0.2607
FP_202302_BU04_LATAM,2023-02-28,BU04,Latin America,USD,50.38,32.87,9.25,3.47,4.75,0.2761
FP_202302_BU04_NA,2023-02-28,BU04,North America,USD,178.37,114.51,33.57,12.81,16.64,0.2486
FP_202302_BU05_APAC,2023-02-28,BU05,Asia Pacific,USD,90.49,34.43,26.10,3.50,4.55,0.2224
FP_202302_BU05_EU,2023-02-28,BU05,Europe,USD,56.53,22.24,15.97,2.32,2.94,0.2576
FP_202302_BU05_LATAM,2023-02-28,BU05,Latin America,USD,27.50,10.85,7.94,1.16,1.37,0.2686
FP_202302_BU05_NA,2023-02-28,BU05,North America,USD,113.42,44.61,31.61,4.65,5.74,0.2477
FP_202303_BU01_APAC,2023-03-31,BU01,Asia Pacific,USD,150.05,60.15,43.42,7.12,10.10,0.2228
FP_202303_BU01_EU,2023-03-31,BU01,Europe,USD,114.57,46.83,33.46,5.61,7.86,0.2580
FP_202303_BU01_LATAM,2023-03-31,BU01,Latin America,USD,51.07,21.04,14.73,2.44,3.33,0.2732
FP_202303_BU01_NA,2023-03-31,BU01,North America,USD,187.67,76.18,53.48,9.30,12.82,0.2503
FP_202303_BU02_APAC,2023-03-31,BU02,Asia Pacific,USD,116.42,71.56,25.17,6.15,7.22,0.2279
FP_202303_BU02_EU,2023-03-31,BU02,Europe,USD,133.86,84.34,28.87,6.92,8.39,0.2570
FP_202303_BU02_LATAM,2023-03-31,BU02,Latin America,USD,61.41,38.79,13.67,3.20,4.10,0.2716
FP_202303_BU02_NA,2023-03-31,BU02,North America,USD,197.79,123.73,42.97,10.38,13.08,0.2491
FP_202303_BU03_APAC,2023-03-31,BU03,Asia Pacific,USD,95.62,45.25,25.00,5.44,7.69,0.2240
FP_202303_BU03_EU,2023-03-31,BU03,Europe,USD,110.62,54.57,29.69,6.74,8.67,0.2558
FP_202303_BU03_LATAM,2023-03-31,BU03,Latin America,USD,37.37,18.44,10.03,2.16,3.06,0.2708
FP_202303_BU03_NA,2023-03-31,BU03,North America,USD,213.25,103.87,56.40,12.73,17.42,0.2482
FP_202303_BU04_APAC,2023-03-31,BU04,Asia Pacific,USD,125.98,80.00,23.12,8.38,12.30,0.2229
FP_202303_BU04_EU,2023-03-31,BU04,Europe,USD,153.68,99.38,27.57,11.07,14.88,0.2565
FP_202303_BU04_LATAM,2023-03-31,BU04,Latin America,USD,54.10,35.47,9.73,3.49,5.16,0.2739
FP_202303_BU04_NA,2023-03-31,BU04,North America,USD,201.22,129.52,35.87,12.87,19.48,0.2447
FP_202303_BU05_APAC,2023-03-31,BU05,Asia Pacific,USD,93.16,35.45,26.78,3.55,5.01,0.2301
FP_202303_BU05_EU,2023-03-31,BU05,Europe,USD,59.62,23.60,16.68,2.35,3.26,0.2578
FP_202303_BU05_LATAM,2023-03-31,BU05,Latin America,USD,29.65,11.65,8.49,1.17,1.57,0.2719
FP_202303_BU05_NA,2023-03-31,BU05,North America,USD,123.58,48.40,33.78,4.71,6.44,0.2487
FP_202304_BU01_APAC,2023-04-30,BU01,Asia Pacific,USD,142.67,57.05,41.33,7.21,9.64,0.2278
FP_202304_BU01_EU,2023-04-30,BU01,Europe,USD,110.85,45.22,32.56,5.68,7.43,0.2572
FP_202304_BU01_LATAM,2023-04-30,BU01,Latin America,USD,49.16,20.26,14.41,2.47,3.35,0.2702
FP_202304_BU01_NA,2023-04-30,BU01,North America,USD,185.26,74.23,55.60,9.42,12.63,0.2499
FP_202304_BU02_APAC,2023-04-30,BU02,Asia Pacific,USD,118.90,73.32,25.97,6.19,7.80,0.2283
FP_202304_BU02_EU,2023-04-30,BU02,Europe,USD,129.92,81.82,28.80,6.97,8.07,0.2633
FP_202304_BU02_LATAM,2023-04-30,BU02,Latin America,USD,60.33,38.24,13.39,3.22,4.02,0.2692
FP_202304_BU02_NA,2023-04-30,BU02,North America,USD,197.83,123.50,42.99,10.46,12.89,0.2478
FP_202304_BU03_APAC,2023-04-30,BU03,Asia Pacific,USD,91.85,43.71,24.53,5.49,7.67,0.2200
FP_202304_BU03_EU,2023-04-30,BU03,Europe,USD,109.03,53.54,29.37,6.79,8.95,0.2558
FP_202304_BU03_LATAM,2023-04-30,BU03,Latin America,USD,36.64,18.15,9.73,2.18,3.09,0.2749
FP_202304_BU03_NA,2023-04-30,BU03,North America,USD,211.74,102.96,55.54,12.83,17.43,0.2468
FP_202304_BU04_APAC,2023-04-30,BU04,Asia Pacific,USD,125.10,79.56,23.31,8.43,12.48,0.2277
FP_202304_BU04_EU,2023-04-30,BU04,Europe,USD,152.78,98.99,27.90,11.13,14.30,0.2586
FP_202304_BU04_LATAM,2023-04-30,BU04,Latin America,USD,53.93,35.32,9.74,3.51,5.29,0.2733
FP_202304_BU04_NA,2023-04-30,BU04,North America,USD,197.16,127.13,34.93,12.95,19.37,0.2419
FP_202304_BU05_APAC,2023-04-30,BU05,Asia Pacific,USD,86.24,32.88,24.72,3.60,4.55,0.2243
FP_202304_BU05_EU,2023-04-30,BU05,Europe,USD,54.17,21.33,15.52,2.38,3.06,0.2576
FP_202304_BU05_LATAM,2023-04-30,BU05,Latin America,USD,29.79,11.82,8.49,1.19,1.61,0.2751
FP_202304_BU05_NA,2023-04-30,BU05,North America,USD,115.43,45.08,32.60,4.78,6.23,0.2474
FP_202305_BU01_APAC,2023-05-31,BU01,Asia Pacific,USD,149.97,59.68,43.74,7.30,10.33,0.2260
FP_202305_BU01_EU,2023-05-31,BU01,Europe,USD,114.35,46.49,33.53,5.75,8.06,0.2574
FP_202305_BU01_LATAM,2023-05-31,BU01,Latin America,USD,51.85,21.21,15.03,2.51,3.55,0.2715
FP_202305_BU01_NA,2023-05-31,BU01,North America,USD,188.33,76.01,54.38,9.54,13.13,0.2513
FP_202305_BU02_APAC,2023-05-31,BU02,Asia Pacific,USD,125.37,77.29,26.93,6.24,8.16,0.2223
FP_202305_BU02_EU,2023-05-31,BU02,Europe,USD,141.26,89.14,30.17,7.02,9.42,0.2566
FP_202305_BU02_LATAM,2023-05-31,BU02,Latin America,USD,67.39,42.54,14.10,3.25,4.52,0.2735
FP_202305_BU02_NA,2023-05-31,BU02,North America,USD,211.72,131.77,44.27,10.54,14.12,0.2476
FP_202305_BU03_APAC,2023-05-31,BU03,Asia Pacific,USD,91.11,43.45,24.61,5.53,7.76,0.2241
FP_202305_BU03_EU,2023-05-31,BU03,Europe,USD,110.07,53.93,29.72,6.85,9.18,0.2601
FP_202305_BU03_LATAM,2023-05-31,BU03,Latin America,USD,36.49,18.06,9.69,2.19,3.02,0.2745
FP_202305_BU03_NA,2023-05-31,BU03,North America,USD,211.51,102.37,56.27,12.93,17.65,0.2476
FP_202305_BU04_APAC,2023-05-31,BU04,Asia Pacific,USD,129.75,82.61,,8.48,13.06,0.2259
FP_202305_BU04_EU,2023-05-31,BU04,Europe,USD,152.00,99.19,27.80,11.18,15.16,0.2559
FP_202305_BU04_LATAM,2023-05-31,BU04,Latin America,USD,53.89,35.38,9.76,3.53,5.48,0.2704
FP_202305_BU04_NA,2023-05-31,BU04,North America,USD,193.95,125.70,36.14,13.02,19.15,0.2460
FP_202305_BU05_APAC,2023-05-31,BU05,Asia Pacific,USD,87.81,33.34,25.32,3.65,4.85,0.2226
FP_202305_BU05_EU,2023-05-31,BU05,Europe,USD,57.11,22.56,16.41,2.41,3.16,0.2597
FP_202305_BU05_LATAM,2023-05-31,BU05,Latin America,USD,28.42,11.35,8.06,1.20,1.55,0.2693
FP_202305_BU05_NA,2023-05-31,BU05,North America,USD,120.15,46.76,34.13,4.84,6.51,0.2467
FP_202306_BU01_APAC,2023-06-30,BU01,Asia Pacific,USD,153.78,60.77,44.38,7.39,10.25,0.2261
FP_202306_BU01_EU,2023-06-30,BU01,Europe,USD,117.89,47.77,34.15,5.83,8.19,0.2572
FP_202306_BU01_LATAM,2023-06-30,BU01,Latin America,USD,52.69,21.70,15.24,2.54,3.53,0.2728
FP_202306_BU01_NA,2023-06-30,BU01,North America,USD,204.14,82.77,59.10,9.66,13.61,0.2460
FP_202306_BU02_APAC,2023-06-30,BU02,Asia Pacific,USD,127.17,78.35,26.72,6.29,8.35,0.2239
FP_202306_BU02_EU,2023-06-30,BU02,Europe,USD,141.52,89.42,44.76,7.07,9.05,0.2594
FP_202306_BU02_LATAM,2023-06-30,BU02,Latin America,USD,66.63,42.12,14.16,3.28,4.36,0.2739
FP_202306_BU02_NA,2023-06-30,BU02,North America,USD,211.25,132.16,46.13,10.62,13.70,0.2462
FP_202306_BU03_APAC,2023-06-30,BU03,Asia Pacific,USD,92.58,44.21,24.81,5.58,7.53,0.2255
FP_202306_BU03_EU,2023-06-30,BU03,Europe,USD,114.20,55.89,29.83,6.90,9.41,0.2610
FP_202306_BU03_LATAM,2023-06-30,BU03,Latin America,USD,36.79,18.23,9.94,2.21,3.00,0.2723
FP_202306_BU03_NA,2023-06-30,BU03,North America,USD,215.92,104.99,58.01,13.04,17.88,0.2452
FP_202306_BU04_APAC,2023-06-30,BU04,Asia Pacific,USD,133.29,85.27,24.08,8.53,12.87,0.2280
FP_202306_BU04_EU,2023-06-30,BU04,Europe,USD,154.12,100.62,27.69,11.24,14.99,0.2569
FP_202306_BU04_LATAM,2023-06-30,BU04,Latin America,USD,53.83,35.23,9.73,3.55,5.39,0.2749
FP_202306_BU04_NA,2023-06-30,BU04,North America,USD,204.76,132.25,35.36,13.10,20.25,0.2440
FP_202306_BU05_APAC,2023-06-30,BU05,Asia Pacific,USD,97.06,37.12,27.11,3.70,5.24,0.2277
FP_202306_BU05_EU,2023-06-30,BU05,Europe,USD,60.86,24.22,17.38,2.45,3.33,0.2591
FP_202306_BU05_LATAM,2023-06-30,BU05,Latin America,USD,28.82,11.51,8.15,1.22,1.60,0.2753
FP_202306_BU05_NA,2023-06-30,BU05,North America,USD,122.82,47.85,35.06,4.91,6.97,0.2483
FP_202307_BU01_APAC,2023-07-31,BU01,Asia Pacific,USD,145.20,57.46,43.04,7.49,9.88,0.2284
FP_202307_BU01_EU,2023-07-31,BU01,Europe,USD,112.07,45.56,33.17,5.90,7.59,0.2613
FP_202307_BU01_LATAM,2023-07-31,BU01,Latin America,USD,49.89,20.64,14.25,2.57,3.41,0.2679
FP_202307_BU01_NA,2023-07-31,BU01,North America,USD,187.06,76.01,55.15,9.78,12.43,0.2469
FP_202307_BU02_APAC,2023-07-31,BU02,Asia Pacific,USD,122.08,75.09,26.67,6.34,7.79,0.2245
FP_202307_BU02_EU,2023-07-31,BU02,Europe,USD,133.85,84.36,28.81,7.13,8.83,0.2593
FP_202307_BU02_LATAM,2023-07-31,BU02,Latin America,USD,61.29,38.81,13.43,3.30,3.95,0.2661
FP_202307_BU02_NA,2023-07-31,BU02,North America,USD,200.82,125.08,43.67,10.70,13.01,0.2474
FP_202307_BU03_APAC,2023-07-31,BU03,Asia Pacific,USD,92.07,44.25,24.86,5.63,7.67,0.2291
FP_202307_BU03_EU,2023-07-31,BU03,Europe,USD,111.11,54.43,30.10,6.95,8.83,0.2532
FP_202307_BU03_LATAM,2023-07-31,BU03,Latin America,USD,36.33,18.00,9.68,2.23,2.95,0.2720
FP_202307_BU03_NA,2023-07-31,BU03,North America,USD,213.83,103.32,56.95,13.15,17.58,0.2496
FP_202307_BU04_APAC,2023-07-31,BU04,Asia Pacific,USD,120.89,77.30,22.98,8.57,12.04,0.2233
FP_202307_BU04_EU,2023-07-31,BU04,Europe,USD,146.16,95.41,27.04,11.30,14.54,0.2623
FP_202307_BU04_LATAM,2023-07-31,BU04,Latin America,USD,52.52,34.33,9.64,3.57,5.06,0.2715
FP_202307_BU04_NA,2023-07-31,BU04,North America,USD,178.44,115.13,33.42,13.17,17.06,0.2484
FP_202307_BU05_APAC,2023-07-31,BU05,Asia Pacific,USD,91.59,35.09,26.03,3.72,5.00,0.2214
FP_202307_BU05_EU,2023-07-31,BU05,Europe,USD,60.93,24.16,17.34,2.45,3.14,0.2563
FP_202307_BU05_LATAM,2023-07-31,BU05,Latin America,USD,29.99,11.90,8.35,1.23,1.62,0.2704
FP_202307_BU05_NA,2023-07-31,BU05,North America,USD,119.07,46.16,34.08,4.93,6.59,0.2444
FP_202308_BU01_APAC,2023-08-31,BU01,Asia Pacific,USD,146.46,57.86,43.65,7.58,9.85,0.2222
FP_202308_BU01_EU,2023-08-31,BU01,Europe,USD,113.80,46.35,33.68,5.97,7.33,0.2572
FP_202308_BU01_LATAM,2023-08-31,BU01,Latin America,USD,50.74,21.05,14.95,2.60,3.33,0.2687
FP_202308_BU01_NA,2023-08-31,BU01,North America,USD,189.59,76.68,55.69,9.90,12.06,0.2492
FP_202308_BU02_APAC,2023-08-31,BU02,Asia Pacific,USD,123.87,76.39,26.87,6.39,7.98,0.2233
FP_202308_BU02_EU,2023-08-31,BU02,Europe,USD,140.96,88.42,29.90,7.18,8.78,0.2607
FP_202308_BU02_LATAM,2023-08-31,BU02,Latin America,USD,63.60,40.11,13.71,3.32,3.89,0.2742
FP_202308_BU02_NA,2023-08-31,BU02,North America,USD,205.25,127.61,44.88,10.78,12.81,0.2492
FP_202308_BU03_APAC,2023-08-31,BU03,Asia Pacific,USD,95.69,53.68,25.50,5.67,7.53,0.2280
FP_202308_BU03_EU,2023-08-31,BU03,Europe,USD,113.25,55.57,30.32,7.01,8.89,0.2565
FP_202308_BU03_LATAM,2023-08-31,BU03,Latin America,USD,37.56,18.47,9.97,2.25,2.94,0.2711
FP_202308_BU03_NA,2023-08-31,BU03,North America,USD,215.22,104.24,57.20,13.25,16.94,0.2453
FP_202308_BU04_APAC,2023-08-31,BU04,Asia Pacific,USD,124.41,79.35,23.18,8.62,11.48,0.2268
FP_202308_BU04_EU,2023-08-31,BU04,Europe,USD,141.42,92.12,26.44,11.35,14.28,0.2582
FP_202308_BU04_LATAM,2023-08-31,BU04,Latin America,USD,51.56,33.66,9.55,3.59,4.87,0.2680
FP_202308_BU04_NA,2023-08-31,BU04,North America,USD,183.42,117.79,34.62,13.23,17.14,0.2455
FP_202308_BU05_APAC,2023-08-31,BU05,Asia Pacific,USD,94.35,36.21,26.68,3.69,4.91,0.2285
FP_202308_BU05_EU,2023-08-31,BU05,Europe,USD,61.24,24.28,17.40,2.44,3.23,0.2530
FP_202308_BU05_LATAM,2023-08-31,BU05,Latin America,USD,31.76,12.53,8.78,1.22,1.64,0.2698
FP_202308_BU05_NA,2023-08-31,BU05,North America,USD,126.66,49.41,35.83,4.90,6.51,0.2540
FP_202309_BU01_APAC,2023-09-30,BU01,Asia Pacific,USD,166.12,65.05,47.47,7.67,10.26,0.2255
FP_202309_BU01_EU,2023-09-30,BU01,Europe,USD,123.48,50.29,35.53,6.04,8.01,0.2586
FP_202309_BU01_LATAM,2023-09-30,BU01,Latin America,USD,55.89,23.11,16.02,2.63,3.58,0.2706
FP_202309_BU01_NA,2023-09-30,BU01,North America,USD,205.07,83.54,59.39,10.01,12.95,0.2466
FP_202309_BU02_APAC,2023-09-30,BU02,Asia Pacific,USD,133.92,82.22,27.92,6.43,8.19,0.2247
FP_202309_BU02_EU,2023-09-30,BU02,Europe,USD,146.48,91.73,30.42,7.23,8.87,0.2568
FP_202309_BU02_LATAM,2023-09-30,BU02,Latin America,USD,69.57,43.72,14.44,3.35,4.27,0.2682
FP_202309_BU02_NA,2023-09-30,BU02,North America,USD,221.80,138.15,45.71,10.86,13.66,0.2502
FP_202309_BU03_APAC,2023-09-30,BU03,Asia Pacific,USD,96.83,46.33,25.58,5.72,7.50,0.2230
FP_202309_BU03_EU,2023-09-30,BU03,Europe,USD,116.92,57.20,31.32,7.06,8.97,0.2558
FP_202309_BU03_LATAM,2023-09-30,BU03,Latin America,USD,37.11,18.38,9.87,2.26,2.90,0.2697
FP_202309_BU03_NA,2023-09-30,BU03,North America,USD,219.50,106.27,57.94,13.35,16.98,0.2463
FP_202309_BU04_APAC,2023-09-30,BU04,Asia Pacific,USD,131.28,83.65,23.73,8.66,11.98,0.2283
FP_202309_BU04_EU,2023-09-30,BU04,Europe,USD,155.82,101.11,27.38,11.40,13.59,0.2587
FP_202309_BU04_LATAM,2023-09-30,BU04,Latin America,USD,55.64,36.44,9.75,3.60,5.00,0.2726
FP_202309_BU04_NA,2023-09-30,BU04,North America,USD,201.72,128.99,36.01,13.30,18.43,0.2472
FP_202309_BU05_APAC,2023-09-30,BU05,Asia Pacific,USD,102.30,38.95,28.32,3.67,5.17,0.2240
FP_202309_BU05_EU,2023-09-30,BU05,Europe,USD,66.96,26.50,18.47,2.42,3.49,0.2562
FP_202309_BU05_LATAM,2023-09-30,BU05,Latin America,USD,32.60,12.87,9.06,1.21,1.70,0.2704
FP_202309_BU05_NA,2023-09-30,BU05,North America,USD,121.08,47.24,34.91,4.87,6.04,0.2511
FP_202310_BU01_APAC,2023-10-31,BU01,Asia Pacific,USD,164.98,64.77,47.43,7.77,10.28,0.2269
FP_202310_BU01_EU,2023-10-31,BU01,Europe,USD,121.36,49.78,35.53,6.11,7.49,0.2543
FP_202310_BU01_LATAM,2023-10-31,BU01,Latin America,USD,55.32,22.80,16.11,2.67,3.42,0.2704
FP_202310_BU01_NA,2023-10-31,BU01,North America,USD,199.64,80.66,58.31,10.13,12.34,0.2474
FP_202310_BU02_APAC,2023-10-31,BU02,Asia Pacific,USD,147.67,90.25,29.38,6.48,8.67,0.2276
FP_202310_BU02_APAC,2023-10-31,BU02,Asia Pacific,USD,147.67,90.25,29.38,6.48,8.67,0.2276
FP_202310_BU02_EU,2023-10-31,BU02,Europe,USD,162.60,101.54,31.75,7.29,9.70,0.2557
FP_202310_BU02_LATAM,2023-10-31,BU02,Latin America,USD,78.52,49.04,15.58,3.37,4.66,0.2718
FP_202310_BU02_NA,2023-10-31,BU02,North America,USD,242.13,150.44,47.58,10.94,15.06,0.2466
FP_202310_BU03_APAC,2023-10-31,BU03,Asia Pacific,USD,96.63,46.13,25.66,5.76,7.13,0.2249
FP_202310_BU03_EU,2023-10-31,BU03,Europe,USD,117.36,57.34,31.45,7.11,8.66,0.2572
FP_202310_BU03_LATAM,2023-10-31,BU03,Latin America,USD,37.27,18.40,9.96,2.28,2.74,0.2704
FP_202310_BU03_NA,2023-10-31,BU03,North America,USD,218.07,106.39,56.96,13.45,16.27,0.2496
FP_202310_BU04_APAC,2023-10-31,BU04,Asia Pacific,USD,137.33,87.28,23.98,8.71,12.18,0.2274
FP_202310_BU04_EU,2023-10-31,BU04,Europe,USD,157.52,101.67,27.84,11.45,13.80,0.2584
FP_202310_BU04_LATAM,2023-10-31,BU04,Latin America,USD,54.22,35.20,9.73,3.62,4.89,0.2686
FP_202310_BU04_NA,2023-10-31,BU04,North America,USD,203.43,130.44,36.61,13.37,18.15,0.2473
FP_202310_BU05_APAC,2023-10-31,BU05,Asia Pacific,USD,110.32,41.86,29.90,3.66,5.43,0.2270
FP_202310_BU05_EU,2023-10-31,BU05,Europe,USD,68.56,27.20,18.64,2.41,3.40,0.2590
FP_202310_BU05_LATAM,2023-10-31,BU05,Latin America,USD,34.14,13.55,9.33,1.20,1.70,0.2726
FP_202310_BU05_NA,2023-10-31,BU05,North America,USD,131.93,51.26,37.28,4.84,6.52,0.2503
FP_202311_BU01_APAC,2023-11-30,BU01,Asia Pacific,USD,167.27,66.02,48.00,7.86,10.19,0.2275
FP_202311_BU01_EU,2023-11-30,BU01,Europe,USD,124.63,51.11,36.50,6.18,7.47,0.2570
FP_202311_BU01_LATAM,2023-11-30,BU01,Latin America,USD,56.51,23.25,16.44,2.70,3.41,0.2703
FP_202311_BU01_NA,2023-11-30,BU01,North America,USD,205.94,82.81,59.29,10.24,12.87,0.2525
FP_202311_BU02_APAC,2023-11-30,BU02,Asia Pacific,USD,166.45,101.04,31.28,6.54,9.66,0.2293
FP_202311_BU02_EU,2023-11-30,BU02,Europe,USD,181.94,113.10,,7.35,10.47,0.2577
FP_202311_BU02_LATAM,2023-11-30,BU02,Latin America,USD,86.26,53.81,16.23,3.40,5.11,0.2730
FP_202311_BU02_NA,2023-11-30,BU02,North America,USD,287.04,177.67,54.11,11.04,16.98,0.2440
FP_202311_BU03_APAC,2023-11-30,BU03,Asia Pacific,USD,96.22,45.94,25.58,5.80,7.04,0.2263
FP_202311_BU03_EU,2023-11-30,BU03,Europe,USD,116.99,57.27,31.08,7.17,8.79,0.2608
FP_202311_BU03_LATAM,2023-11-30,BU03,Latin America,USD,38.21,18.75,10.09,2.30,2.87,0.2729
FP_202311_BU03_NA,2023-11-30,BU03,North America,USD,222.31,108.72,58.49,13.55,16.14,0.2486
FP_202311_BU04_APAC,2023-11-30,BU04,Asia Pacific,USD,129.23,81.88,23.84,8.75,11.13,0.2244
FP_202311_BU04_EU,2023-11-30,BU04,Europe,USD,149.47,96.18,26.71,11.51,14.17,0.2550
FP_202311_BU04_LATAM,2023-11-30,BU04,Latin America,USD,53.52,,9.57,3.64,4.60,0.2721
FP_202311_BU04_NA,2023-11-30,BU04,North America,USD,189.10,120.62,34.40,13.43,16.80,0.2509
FP_202311_BU05_APAC,2023-11-30,BU05,Asia Pacific,USD,114.46,43.47,30.86,3.64,5.62,0.2244
FP_202311_BU05_EU,2023-11-30,BU05,Europe,USD,71.65,28.54,19.55,2.40,3.51,0.2603
FP_202311_BU05_LATAM,2023-11-30,BU05,Latin America,USD,36.74,14.60,9.85,1.20,1.77,0.2707
FP_202311_BU05_NA,2023-11-30,BU05,North America,USD,137.17,53.51,38.73,4.81,6.71,0.2487
FP_202312_BU01_APAC,2023-12-31,BU01,Asia Pacific,USD,177.41,70.05,51.43,7.96,11.39,0.2247
FP_202312_BU01_EU,2023-12-31,BU01,Europe,USD,133.05,54.38,37.93,6.25,8.14,0.2584
FP_202312_BU01_LATAM,2023-12-31,BU01,Latin America,USD,58.73,24.17,16.69,2.73,3.70,0.2725
FP_202312_BU01_NA,2023-12-31,BU01,North America,USD,222.78,89.39,63.11,10.37,13.51,0.2446
FP_202312_BU02_APAC,2023-12-31,BU02,Asia Pacific,USD,172.29,104.25,32.47,6.60,10.17,0.2215
FP_202312_BU02_EU,2023-12-31,BU02,Europe,USD,190.68,118.37,34.84,7.41,11.40,0.2581
FP_202312_BU02_LATAM,2023-12-31,BU02,Latin America,USD,87.09,54.20,16.39,3.43,4.98,0.2767
FP_202312_BU02_NA,2023-12-31,BU02,North America,USD,284.41,175.40,53.03,11.14,17.25,0.2503
FP_202312_BU03_APAC,2023-12-31,BU03,Asia Pacific,USD,98.15,46.82,25.96,5.84,7.26,0.2265
FP_202312_BU03_APAC,2023-12-31,BU03,Asia Pacific,USD,98.15,46.82,25.96,5.84,7.26,0.2265
FP_202312_BU03_EU,2023-12-31,BU03,Europe,USD,119.84,58.60,32.00,7.22,8.85,0.2571
FP_202312_BU03_LATAM,2023-12-31,BU03,Latin America,USD,38.14,18.79,10.21,2.32,2.82,0.2706
FP_202312_BU03_NA,2023-12-31,BU03,North America,USD,221.64,108.29,59.45,13.64,16.35,0.2509
FP_202312_BU04_APAC,2023-12-31,BU04,Asia Pacific,USD,125.30,79.12,23.38,8.79,11.59,0.2293
FP_202312_BU04_EU,2023-12-31,BU04,Europe,USD,143.79,92.25,26.66,11.56,13.51,0.2523
FP_202312_BU04_LATAM,2023-12-31,BU04,Latin America,USD,51.14,32.94,9.41,3.66,4.60,0.2683
FP_202312_BU04_NA,2023-12-31,BU04,North America,USD,176.54,112.37,33.50,13.50,16.09,0.2469
FP_202312_BU05_APAC,2023-12-31,BU05,Asia Pacific,USD,111.57,42.39,30.15,3.63,5.59,0.2247
FP_202312_BU05_EU,2023-12-31,BU05,Europe,USD,72.68,28.99,19.76,2.39,3.51,0.2609
